Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2019-10-29 01:00 AM,2019,10,29,01,20.0,68,Moderate,19.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 02:00 AM,2019,10,29,02,19.5,67,Moderate,19.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 03:00 AM,2019,10,29,03,19.0,66,Moderate,18.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 04:00 AM,2019,10,29,04,18.3,64,Moderate,17.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 05:00 AM,2019,10,29,05,19.7,67,Moderate,22.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 06:00 AM,2019,10,29,06,20.9,70,Moderate,23.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 07:00 AM,2019,10,29,07,26.3,81,Moderate,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 08:00 AM,2019,10,29,08,28.0,84,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 09:00 AM,2019,10,29,09,30.5,90,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 10:00 AM,2019,10,29,10,30.2,89,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 11:00 AM,2019,10,29,11,25.7,80,Moderate,21.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 12:00 PM,2019,10,29,12,22.4,73,Moderate,19.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 01:00 PM,2019,10,29,13,20.7,69,Moderate,19.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 02:00 PM,2019,10,29,14,19.9,67,Moderate,19.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 03:00 PM,2019,10,29,15,18.9,65,Moderate,18.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 04:00 PM,2019,10,29,16,20.4,68,Moderate,22.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 05:00 PM,2019,10,29,17,21.1,70,Moderate,22.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 06:00 PM,2019,10,29,18,25.6,79,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 07:00 PM,2019,10,29,19,35.0,99,Moderate,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-29 08:00 PM,2019,10,29,20,35.0,99,Moderate,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2019-10-29 09:00 PM,2019,10,29,21,35.0,99,Moderate,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2019-10-29 10:00 PM,2019,10,29,22,35.0,99,Moderate,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2019-10-29 11:00 PM,2019,10,29,23,35.0,99,Moderate,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2019-10-30 12:00 PM,2019,10,30,12,-999.0,-999,N/A,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 01:00 PM,2019,10,30,13,28.4,85,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 02:00 PM,2019,10,30,14,26.6,81,Moderate,24.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 03:00 PM,2019,10,30,15,26.1,80,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 04:00 PM,2019,10,30,16,26.0,80,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 05:00 PM,2019,10,30,17,27.1,83,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 06:00 PM,2019,10,30,18,32.6,94,Moderate,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 07:00 PM,2019,10,30,19,48.5,133,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 08:00 PM,2019,10,30,20,68.3,158,Unhealthy,88.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 09:00 PM,2019,10,30,21,73.1,160,Unhealthy,78.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 10:00 PM,2019,10,30,22,88.5,168,Unhealthy,104.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-30 11:00 PM,2019,10,30,23,99.2,174,Unhealthy,110.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 12:00 AM,2019,10,31,00,102.6,175,Unhealthy,106.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 01:00 AM,2019,10,31,01,87.8,168,Unhealthy,73.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 02:00 AM,2019,10,31,02,78.4,163,Unhealthy,69.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 03:00 AM,2019,10,31,03,72.2,160,Unhealthy,66.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 04:00 AM,2019,10,31,04,66.1,156,Unhealthy,60.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 05:00 AM,2019,10,31,05,71.5,159,Unhealthy,77.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 06:00 AM,2019,10,31,06,73.6,160,Unhealthy,76.0,UG/M3,1 Hr,Suspect
Hanoi,PM2.5 - Principal,2019-10-31 07:00 AM,2019,10,31,07,66.2,157,Unhealthy,58.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 08:00 AM,2019,10,31,08,63.3,155,Unhealthy,60.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 09:00 AM,2019,10,31,09,58.9,153,Unhealthy,55.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 10:00 AM,2019,10,31,10,60.4,154,Unhealthy,62.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 11:00 AM,2019,10,31,11,62.2,154,Unhealthy,64.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 12:00 PM,2019,10,31,12,48.6,133,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 01:00 PM,2019,10,31,13,42.7,119,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 02:00 PM,2019,10,31,14,37.3,105,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 03:00 PM,2019,10,31,15,38.6,109,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 04:00 PM,2019,10,31,16,45.3,125,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 05:00 PM,2019,10,31,17,54.6,148,Unhealthy for Sensitive Groups,64.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 06:00 PM,2019,10,31,18,60.8,154,Unhealthy,67.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 07:00 PM,2019,10,31,19,59.9,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 08:00 PM,2019,10,31,20,65.9,156,Unhealthy,72.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 09:00 PM,2019,10,31,21,74.9,161,Unhealthy,84.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 10:00 PM,2019,10,31,22,74.4,161,Unhealthy,74.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-10-31 11:00 PM,2019,10,31,23,66.7,157,Unhealthy,59.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 12:00 AM,2019,11,01,00,53.8,146,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 01:00 AM,2019,11,01,01,45.9,127,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 02:00 AM,2019,11,01,02,41.9,117,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 03:00 AM,2019,11,01,03,41.9,117,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 04:00 AM,2019,11,01,04,41.9,117,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 05:00 AM,2019,11,01,05,44.9,124,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 06:00 AM,2019,11,01,06,41.4,116,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 07:00 AM,2019,11,01,07,47.7,131,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 08:00 AM,2019,11,01,08,45.8,126,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 09:00 AM,2019,11,01,09,43.4,120,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 10:00 AM,2019,11,01,10,42.4,118,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 11:00 AM,2019,11,01,11,41.5,116,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 12:00 PM,2019,11,01,12,41.3,115,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 01:00 PM,2019,11,01,13,42.4,118,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 02:00 PM,2019,11,01,14,41.1,115,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 03:00 PM,2019,11,01,15,36.5,103,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 04:00 PM,2019,11,01,16,33.5,96,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 05:00 PM,2019,11,01,17,34.6,98,Moderate,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 06:00 PM,2019,11,01,18,31.3,91,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 07:00 PM,2019,11,01,19,34.8,99,Moderate,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 08:00 PM,2019,11,01,20,37.1,105,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 09:00 PM,2019,11,01,21,40.6,114,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 10:00 PM,2019,11,01,22,41.1,115,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-01 11:00 PM,2019,11,01,23,43.0,119,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 12:00 AM,2019,11,02,00,41.0,115,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 01:00 AM,2019,11,02,01,39.8,112,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 02:00 AM,2019,11,02,02,37.9,107,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 03:00 AM,2019,11,02,03,32.6,94,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 04:00 AM,2019,11,02,04,33.2,95,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 05:00 AM,2019,11,02,05,31.8,92,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 06:00 AM,2019,11,02,06,33.2,95,Moderate,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 07:00 AM,2019,11,02,07,33.5,96,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 08:00 AM,2019,11,02,08,35.0,99,Moderate,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 09:00 AM,2019,11,02,09,36.7,104,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 10:00 AM,2019,11,02,10,39.0,110,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 11:00 AM,2019,11,02,11,40.9,114,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 12:00 PM,2019,11,02,12,45.6,126,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 01:00 PM,2019,11,02,13,47.7,131,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 02:00 PM,2019,11,02,14,45.4,125,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 03:00 PM,2019,11,02,15,41.9,117,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 04:00 PM,2019,11,02,16,41.9,117,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 05:00 PM,2019,11,02,17,43.1,120,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 06:00 PM,2019,11,02,18,45.3,125,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 07:00 PM,2019,11,02,19,46.1,127,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 08:00 PM,2019,11,02,20,45.8,126,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 09:00 PM,2019,11,02,21,44.3,123,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 10:00 PM,2019,11,02,22,42.9,119,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-02 11:00 PM,2019,11,02,23,39.7,111,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 12:00 AM,2019,11,03,00,38.8,109,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 01:00 AM,2019,11,03,01,37.2,105,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 02:00 AM,2019,11,03,02,35.6,101,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 03:00 AM,2019,11,03,03,35.4,100,Moderate,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 04:00 AM,2019,11,03,04,36.6,104,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 05:00 AM,2019,11,03,05,37.7,106,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 06:00 AM,2019,11,03,06,40.0,112,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 07:00 AM,2019,11,03,07,42.9,119,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 08:00 AM,2019,11,03,08,44.3,123,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 09:00 AM,2019,11,03,09,45.2,125,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 10:00 AM,2019,11,03,10,45.1,125,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 11:00 AM,2019,11,03,11,45.1,125,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 12:00 PM,2019,11,03,12,45.1,125,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 01:00 PM,2019,11,03,13,48.6,133,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 02:00 PM,2019,11,03,14,50.0,137,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 03:00 PM,2019,11,03,15,48.3,133,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 04:00 PM,2019,11,03,16,49.6,136,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 05:00 PM,2019,11,03,17,49.8,136,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 06:00 PM,2019,11,03,18,51.7,141,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 07:00 PM,2019,11,03,19,52.5,143,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 08:00 PM,2019,11,03,20,52.4,143,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 09:00 PM,2019,11,03,21,50.3,137,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 10:00 PM,2019,11,03,22,49.2,135,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-03 11:00 PM,2019,11,03,23,48.4,133,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 12:00 AM,2019,11,04,00,47.6,131,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 01:00 AM,2019,11,04,01,38.3,108,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 02:00 AM,2019,11,04,02,34.3,98,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 03:00 AM,2019,11,04,03,31.5,92,Moderate,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 04:00 AM,2019,11,04,04,32.2,93,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 05:00 AM,2019,11,04,05,33.1,95,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 06:00 AM,2019,11,04,06,33.5,96,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 07:00 AM,2019,11,04,07,41.2,115,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 08:00 AM,2019,11,04,08,50.1,137,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 09:00 AM,2019,11,04,09,45.0,124,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 10:00 AM,2019,11,04,10,42.0,117,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 11:00 AM,2019,11,04,11,41.0,115,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 12:00 PM,2019,11,04,12,38.0,107,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 01:00 PM,2019,11,04,13,35.5,101,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 02:00 PM,2019,11,04,14,33.2,95,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 03:00 PM,2019,11,04,15,34.2,97,Moderate,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 04:00 PM,2019,11,04,16,31.0,91,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 05:00 PM,2019,11,04,17,35.0,99,Moderate,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 06:00 PM,2019,11,04,18,45.0,124,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 07:00 PM,2019,11,04,19,54.0,147,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 08:00 PM,2019,11,04,20,62.0,154,Unhealthy,70.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-04 09:00 PM,2019,11,04,21,82.5,165,Unhealthy,103.0,UG/M3,1 Hr,Suspect
Hanoi,PM2.5 - Principal,2019-11-04 10:00 PM,2019,11,04,22,95.2,171,Unhealthy,108.0,UG/M3,1 Hr,Suspect
Hanoi,PM2.5 - Principal,2019-11-04 11:00 PM,2019,11,04,23,112.1,180,Unhealthy,129.0,UG/M3,1 Hr,Suspect
Hanoi,PM2.5 - Principal,2019-11-05 12:00 AM,2019,11,05,00,102.0,175,Unhealthy,92.0,UG/M3,1 Hr,Suspect
Hanoi,PM2.5 - Principal,2019-11-05 01:00 AM,2019,11,05,01,99.5,174,Unhealthy,97.0,UG/M3,1 Hr,Suspect
Hanoi,PM2.5 - Principal,2019-11-05 02:00 AM,2019,11,05,02,99.5,174,Unhealthy,180.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2019-11-05 03:00 AM,2019,11,05,03,99.1,174,Unhealthy,99.0,UG/M3,1 Hr,Suspect
Hanoi,PM2.5 - Principal,2019-11-05 04:00 AM,2019,11,05,04,84.2,166,Unhealthy,73.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 05:00 AM,2019,11,05,05,78.7,163,Unhealthy,74.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 06:00 AM,2019,11,05,06,71.6,159,Unhealthy,65.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 07:00 AM,2019,11,05,07,95.0,171,Unhealthy,118.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 08:00 AM,2019,11,05,08,111.5,180,Unhealthy,128.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 09:00 AM,2019,11,05,09,97.3,173,Unhealthy,83.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 10:00 AM,2019,11,05,10,75.6,161,Unhealthy,54.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 11:00 AM,2019,11,05,11,63.2,155,Unhealthy,51.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 12:00 PM,2019,11,05,12,55.1,149,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 01:00 PM,2019,11,05,13,50.0,137,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 02:00 PM,2019,11,05,14,49.0,134,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 03:00 PM,2019,11,05,15,46.0,127,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 04:00 PM,2019,11,05,16,47.0,129,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 05:00 PM,2019,11,05,17,45.9,127,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 06:00 PM,2019,11,05,18,48.9,134,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 07:00 PM,2019,11,05,19,58.4,152,Unhealthy,68.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 08:00 PM,2019,11,05,20,68.1,158,Unhealthy,79.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 09:00 PM,2019,11,05,21,84.8,166,Unhealthy,101.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 10:00 PM,2019,11,05,22,81.4,164,Unhealthy,78.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-05 11:00 PM,2019,11,05,23,75.7,161,Unhealthy,70.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-06 12:00 AM,2019,11,06,00,71.8,159,Unhealthy,68.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-11-06 01:00 AM,2019,11,06,01,69.9,158,Unhealthy,68.0,UG/M3,1 Hr,Valid
