Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2020-01-01 07:00 PM,2020,01,01,19,99.3,174,Unhealthy,117.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-01 08:00 PM,2020,01,01,20,114.7,182,Unhealthy,137.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-01 09:00 PM,2020,01,01,21,127.2,188,Unhealthy,142.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-01 10:00 PM,2020,01,01,22,132.8,191,Unhealthy,140.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,125.0,187,Unhealthy,115.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,119.7,184,Unhealthy,113.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,112.4,180,Unhealthy,103.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,95.1,171,Unhealthy,76.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,74.2,161,Unhealthy,55.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,61.1,154,Unhealthy,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 05:00 AM,2020,01,02,05,58.0,152,Unhealthy,55.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 06:00 AM,2020,01,02,06,54.5,148,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,53.7,146,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,55.8,151,Unhealthy,58.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 09:00 AM,2020,01,02,09,69.4,158,Unhealthy,83.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 10:00 AM,2020,01,02,10,77.2,162,Unhealthy,85.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 11:00 AM,2020,01,02,11,72.0,160,Unhealthy,67.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 12:00 PM,2020,01,02,12,69.0,158,Unhealthy,66.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 01:00 PM,2020,01,02,13,67.3,157,Unhealthy,65.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 02:00 PM,2020,01,02,14,73.2,160,Unhealthy,81.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,62.7,155,Unhealthy,49.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,55.5,151,Unhealthy,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,52.1,142,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,52.5,143,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,54.5,148,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,53.4,145,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,50.5,138,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,41.0,115,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,35.0,99,Moderate,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,31.5,92,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,32.7,94,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,29.3,87,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,27.1,83,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,27.5,83,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 05:00 AM,2020,01,03,05,28.2,85,Moderate,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 06:00 AM,2020,01,03,06,27.6,84,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 07:00 AM,2020,01,03,07,30.8,90,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 08:00 AM,2020,01,03,08,33.6,96,Moderate,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 09:00 AM,2020,01,03,09,32.4,94,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 10:00 AM,2020,01,03,10,33.9,97,Moderate,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 11:00 AM,2020,01,03,11,33.6,96,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 12:00 PM,2020,01,03,12,34.7,99,Moderate,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 01:00 PM,2020,01,03,13,34.8,99,Moderate,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 02:00 PM,2020,01,03,14,33.9,97,Moderate,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 03:00 PM,2020,01,03,15,33.1,95,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 04:00 PM,2020,01,03,16,34.2,97,Moderate,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 05:00 PM,2020,01,03,17,34.7,99,Moderate,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 06:00 PM,2020,01,03,18,36.3,103,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 07:00 PM,2020,01,03,19,36.0,102,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 08:00 PM,2020,01,03,20,35.2,100,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 09:00 PM,2020,01,03,21,32.3,93,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 10:00 PM,2020,01,03,22,31.2,91,Moderate,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-03 11:00 PM,2020,01,03,23,31.1,91,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 12:00 AM,2020,01,04,00,29.1,87,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 01:00 AM,2020,01,04,01,27.4,83,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 02:00 AM,2020,01,04,02,27.6,84,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 03:00 AM,2020,01,04,03,27.7,84,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 04:00 AM,2020,01,04,04,30.1,89,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 05:00 AM,2020,01,04,05,31.2,91,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 06:00 AM,2020,01,04,06,38.2,108,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 07:00 AM,2020,01,04,07,44.4,123,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 08:00 AM,2020,01,04,08,48.2,132,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 09:00 AM,2020,01,04,09,58.6,153,Unhealthy,69.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 10:00 AM,2020,01,04,10,65.3,156,Unhealthy,72.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 11:00 AM,2020,01,04,11,66.6,157,Unhealthy,68.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 12:00 PM,2020,01,04,12,62.3,155,Unhealthy,58.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 01:00 PM,2020,01,04,13,53.1,144,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 02:00 PM,2020,01,04,14,40.0,112,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 03:00 PM,2020,01,04,15,36.5,103,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 04:00 PM,2020,01,04,16,33.2,95,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 05:00 PM,2020,01,04,17,30.1,89,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 06:00 PM,2020,01,04,18,31.5,92,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 07:00 PM,2020,01,04,19,37.2,105,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 08:00 PM,2020,01,04,20,50.1,137,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 09:00 PM,2020,01,04,21,46.5,128,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 10:00 PM,2020,01,04,22,41.2,115,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-04 11:00 PM,2020,01,04,23,44.6,123,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 12:00 AM,2020,01,05,00,41.8,117,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 01:00 AM,2020,01,05,01,40.9,114,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 02:00 AM,2020,01,05,02,39.9,112,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 03:00 AM,2020,01,05,03,38.9,109,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 04:00 AM,2020,01,05,04,33.9,97,Moderate,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 05:00 AM,2020,01,05,05,30.9,91,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 06:00 AM,2020,01,05,06,30.4,89,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 07:00 AM,2020,01,05,07,30.7,90,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 08:00 AM,2020,01,05,08,32.3,93,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 09:00 AM,2020,01,05,09,33.0,95,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 10:00 AM,2020,01,05,10,37.1,105,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 11:00 AM,2020,01,05,11,36.2,103,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 12:00 PM,2020,01,05,12,32.9,95,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 01:00 PM,2020,01,05,13,34.0,97,Moderate,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 02:00 PM,2020,01,05,14,35.1,99,Moderate,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 03:00 PM,2020,01,05,15,39.7,111,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 04:00 PM,2020,01,05,16,35.6,101,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 05:00 PM,2020,01,05,17,36.2,103,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 06:00 PM,2020,01,05,18,32.8,95,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 07:00 PM,2020,01,05,19,33.7,96,Moderate,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 08:00 PM,2020,01,05,20,39.3,110,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 09:00 PM,2020,01,05,21,38.3,108,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 10:00 PM,2020,01,05,22,37.3,105,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-05 11:00 PM,2020,01,05,23,34.6,98,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 12:00 AM,2020,01,06,00,35.2,100,Moderate,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 01:00 AM,2020,01,06,01,33.5,96,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 02:00 AM,2020,01,06,02,32.5,94,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 03:00 AM,2020,01,06,03,33.1,95,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 04:00 AM,2020,01,06,04,32.6,94,Moderate,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 05:00 AM,2020,01,06,05,32.3,93,Moderate,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 06:00 AM,2020,01,06,06,36.8,104,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 07:00 AM,2020,01,06,07,37.5,106,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 08:00 AM,2020,01,06,08,40.7,114,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 09:00 AM,2020,01,06,09,45.8,126,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 10:00 AM,2020,01,06,10,48.3,133,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 11:00 AM,2020,01,06,11,44.9,124,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 12:00 PM,2020,01,06,12,42.1,117,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 01:00 PM,2020,01,06,13,38.8,109,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 02:00 PM,2020,01,06,14,33.4,96,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 03:00 PM,2020,01,06,15,32.3,93,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 04:00 PM,2020,01,06,16,28.9,86,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 05:00 PM,2020,01,06,17,27.9,84,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 06:00 PM,2020,01,06,18,30.4,89,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 07:00 PM,2020,01,06,19,34.2,97,Moderate,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 08:00 PM,2020,01,06,20,40.6,114,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 09:00 PM,2020,01,06,21,42.8,119,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 10:00 PM,2020,01,06,22,39.3,110,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-06 11:00 PM,2020,01,06,23,36.0,102,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 12:00 AM,2020,01,07,00,33.3,96,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 01:00 AM,2020,01,07,01,31.4,92,Moderate,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 02:00 AM,2020,01,07,02,30.7,90,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 03:00 AM,2020,01,07,03,29.0,87,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 04:00 AM,2020,01,07,04,28.7,86,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 05:00 AM,2020,01,07,05,37.7,106,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 06:00 AM,2020,01,07,06,56.8,152,Unhealthy,75.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 07:00 AM,2020,01,07,07,63.4,155,Unhealthy,70.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 08:00 AM,2020,01,07,08,82.2,165,Unhealthy,101.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 09:00 AM,2020,01,07,09,64.6,156,Unhealthy,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 10:00 AM,2020,01,07,10,60.3,153,Unhealthy,56.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 11:00 AM,2020,01,07,11,55.6,151,Unhealthy,51.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 12:00 PM,2020,01,07,12,53.8,146,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 01:00 PM,2020,01,07,13,51.4,140,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 02:00 PM,2020,01,07,14,47.2,130,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 03:00 PM,2020,01,07,15,41.1,115,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 04:00 PM,2020,01,07,16,47.5,131,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 05:00 PM,2020,01,07,17,53.7,146,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 06:00 PM,2020,01,07,18,62.8,155,Unhealthy,72.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 07:00 PM,2020,01,07,19,80.4,164,Unhealthy,98.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 08:00 PM,2020,01,07,20,97.2,173,Unhealthy,114.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 09:00 PM,2020,01,07,21,106.6,177,Unhealthy,116.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 10:00 PM,2020,01,07,22,83.3,165,Unhealthy,60.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-07 11:00 PM,2020,01,07,23,64.1,155,Unhealthy,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 12:00 AM,2020,01,08,00,52.5,143,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 01:00 AM,2020,01,08,01,46.7,129,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 02:00 AM,2020,01,08,02,46.8,129,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 03:00 AM,2020,01,08,03,40.9,114,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 04:00 AM,2020,01,08,04,37.9,107,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 05:00 AM,2020,01,08,05,40.4,113,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 06:00 AM,2020,01,08,06,44.2,122,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 07:00 AM,2020,01,08,07,48.6,133,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 08:00 AM,2020,01,08,08,47.7,131,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 09:00 AM,2020,01,08,09,47.5,131,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 10:00 AM,2020,01,08,10,47.7,131,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 11:00 AM,2020,01,08,11,45.4,125,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 12:00 PM,2020,01,08,12,40.0,112,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 01:00 PM,2020,01,08,13,36.0,102,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 02:00 PM,2020,01,08,14,36.4,103,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2020-01-08 03:00 PM,2020,01,08,15,29.9,88,Moderate,24.0,UG/M3,1 Hr,Valid
